"results__layerId","results__layerName","results__displayFieldName","results__value","results__attributes__OBJECTID","results__attributes__HES Adı","results__attributes__Kurum","results__attributes__Aşaması(seç)","results__attributes__Akarsu Adı","results__attributes__SHAPE","results__geometryType","results__geometry__x","results__geometry__y","results__geometry__spatialReference__wkid","results__geometry__spatialReference__latestWkid","exceededTransferLimit"
"25","İşletme Durumuna Göre HES","HES_ADI","Dilektaşı HES","1254","Dilektaşı HES","Özel(Yap İşlet)","Ön İnceleme","Nehil Ç.","Point","esriGeometryPoint","43.991463687543991","37.696107913061311","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Güzelkaya HES","1280","Güzelkaya HES","Özel(Yap İşlet)","Fizibilite","Şemdinli Ç.","Point","esriGeometryPoint","44.460399374205117","37.226267761405332","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Güzelkaya HES 1","1277","Güzelkaya HES 1","Özel(Yap İşlet)","Fizibilite","Güzelkaya","Point","esriGeometryPoint","44.523558170659228","37.270512494460263","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yeşilgün HES","1308","Yeşilgün HES","Özel(Yap İşlet)","Fizibilite","Helena Suyu","Point","esriGeometryPoint","44.562801845061202","37.295138829756624","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kasaba HES","1039","Kasaba HES","Kamu","FZB","Kıbrıs Ç.","Point","esriGeometryPoint","29.761718258577897","36.306297424055828","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cayagzı Reg Ve HES","1047","Cayagzı Reg Ve HES","Kamu","Null","Alakır","Point","esriGeometryPoint","30.252896158103212","36.464761455278641","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Candır 3 HES","1091","Candır 3 HES","Kamu","Null","Çandır Ç.","Point","esriGeometryPoint","30.420639427346174","36.741314596594492","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Akyar Reg. Ve HES(I)","1058","Akyar Reg. Ve HES(I)","Kamu","FZB","Karaman Ç.","Point","esriGeometryPoint","30.561794277768108","36.946573186435344","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Isparta Elsazı Regülatörü Ve HES","1389","Isparta Elsazı Regülatörü Ve HES","Özel(Yap İşlet)","PL","Aksu Ç.","Point","esriGeometryPoint","30.785545167115355","37.524841868185327","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eskıkoy Reg Ve HES","1070","Eskıkoy Reg Ve HES","Kamu","Null","Aksu Ç.","Point","esriGeometryPoint","30.800918479996273","37.233670825581434","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karacaören -2 Barajı Ve HES","1383","Karacaören -2 Barajı Ve HES","Kamu","isletmede","Aksu Ç.","Point","esriGeometryPoint","30.801568826753996","37.251673003990675","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yenice HES","532","Yenice HES","Kamu","isletmede","Sakarya N.","Point","esriGeometryPoint","30.852398858153791","40.062801117783003","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dikmen","588","Dikmen","Kamu","1","Aksu D.","Point","esriGeometryPoint","30.853393408616878","40.711254235962386","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gül -2 Regülatörü Ve HES","1387","Gül -2 Regülatörü Ve HES","Özel(Yap İşlet)","PL","Küçüksu D.","Point","esriGeometryPoint","30.882817438602707","37.476416029935088","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Üççamlı Tepesi HES","529","Üççamlı Tepesi HES","Kamu","planlama","Mudurnu Ç.","Point","esriGeometryPoint","30.999241415495515","40.584379696789092","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Bora Regülatörü Ve HES","1390","Bora Regülatörü Ve HES","Kamu","planlama","Köprüçay","Point","esriGeometryPoint","31.171503250226465","37.615518291582539","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Zincirli","1029","Zincirli","Kamu","Null","Köprüçay","Point","esriGeometryPoint","31.199060839610492","37.006205626876856","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Anak Reg Ve HES","1072","Anak Reg Ve HES","Kamu","Null","İtice","Point","esriGeometryPoint","31.221566787881461","37.170404730764318","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Celle HES","1060","Celle HES","Kamu","FZB","Cerle D.","Point","esriGeometryPoint","31.288056840767311","37.044219165943041","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yaylabel HES","1371","Yaylabel HES","Özel(Yap İşlet)","IH","Kartoz Ç.","Point","esriGeometryPoint","31.313585166110435","37.553939036860562","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Oymapinar","1027","Oymapinar","Kamu","Null","Manavgat Ç.","Point","esriGeometryPoint","31.527692226599349","36.912927361787531","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mentesbet Reg Ve HES","1051","Mentesbet Reg Ve HES","Kamu","Null","Manavgat Ç.","Point","esriGeometryPoint","31.614324581777669","36.991770112898877","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Bayır","607","Bayır","Kamu","5","Aladağ Ç.","Point","esriGeometryPoint","31.637659019532094","40.133476258039806","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Duzlen HES","1061","Duzlen HES","Kamu","FZB","Manavgat Ç.","Point","esriGeometryPoint","31.658366515493906","37.083542796190635","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çeltikdere","593","Çeltikdere","Kamu","5","Ulu Çay","Point","esriGeometryPoint","31.688705551231653","40.323752774085548","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Manavgat I Ve Damlapınar HES","1053","Manavgat I Ve Damlapınar HES","Kamu","Null","Manavgat Ç.","Point","esriGeometryPoint","31.703851353276434","37.133050287722448","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yukarı Karaköy","609","Yukarı Karaköy","Kamu","4","Uludere","Point","esriGeometryPoint","31.782198966532924","40.391856022438454","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sogukpınar HES","503","Sogukpınar HES","Kamu","FZB","Kargı Ç.","Point","esriGeometryPoint","31.817640549652911","36.624819049045371","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eyüpler","598","Eyüpler","Kamu","4","Ulu Ç.","Point","esriGeometryPoint","31.853665065915077","40.383190093905291","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cebeci HES","908","Cebeci HES","Özel(Yap İşlet)","Ön rapor","Çatalzeytin Ç.","Point","esriGeometryPoint","31.863368752415088","41.128552811439739","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Köprübaşı Brj Ve HES","574","Köprübaşı Brj Ve HES","Kamu","insa halinde","Devrek Ç.","Point","esriGeometryPoint","31.904118032521399","40.988052441004989","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dim Barajı Ve HES","1024","Dim Barajı Ve HES","Kamu","Null","Dim Ç.","Point","esriGeometryPoint","32.132938723876229","36.557307075578898","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sugozu Kızılduz","1068","Sugozu Kızılduz","Kamu","Null","Bıçkıcı","Point","esriGeometryPoint","32.411439922372722","36.389431470921508","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Suçatı HES","915","Suçatı HES","Özel(Yap İşlet)","Fizibilite","Filyos Ir.","Point","esriGeometryPoint","32.483205561117806","41.164801720789171","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Narlica I HES","1076","Narlica I HES","Kamu","Null","Çığlık D.","Point","esriGeometryPoint","32.500789928406803","36.305755578350592","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Katırova HES","927","Katırova HES","Özel(Yap İşlet)","Ön rapor","Bartın Irmağı","Point","esriGeometryPoint","32.553296616347723","41.406569272500725","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Efsun HES","558","Efsun HES","Özel(Yap İşlet)","Fizibilite","Ermenek Ç.","Point","esriGeometryPoint","32.712839785350418","36.568051349692126","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kadıbuku HES","925","Kadıbuku HES","Özel(Yap İşlet)","Ön rapor","Filyos Ir.","Point","esriGeometryPoint","32.798073250110811","41.206735205975455","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eren -2 HES","896","Eren -2 HES","Özel(Yap İşlet)","Fizibilite","Valay Ç.","Point","esriGeometryPoint","32.957402377967718","41.156376018699589","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kızılca Ve HES","24","Kızılca Ve HES","Özel(Yap İşlet)","Fizibilite","Kazıklı Dere","Point","esriGeometryPoint","33.084412593186578","36.300846135652641","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Samatlar HES","1706","Samatlar HES","Özel(Yap İşlet)","Ön rapor","Filyos Ir.","Point","esriGeometryPoint","33.130596837057773","41.228824751594388","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gezende HES","536","Gezende HES","Kamu","isletmede","Ermenek Ç.","Point","esriGeometryPoint","33.257857051449825","36.56020044715514","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mut  HES","33","Mut  HES","Kamu","planlama","Göksu N.","Point","esriGeometryPoint","33.296042518731852","36.743142566248267","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Fakas I HES","921","Fakas I HES","Özel(Yap İşlet)","Ön rapor","Fakas Ç.","Point","esriGeometryPoint","33.328252499732116","41.921026699890419","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mut -2 HES","34","Mut -2 HES","Özel(Yap İşlet)","Ön rapor","Göksu N.","Point","esriGeometryPoint","33.36650551021102","36.637755855053577","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Zeyne HES","84","Zeyne HES","Kamu","isletmede","Zeyne Kaynakları","Point","esriGeometryPoint","33.529733946319375","36.458770042727352","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Deliktas HES","892","Deliktas HES","Özel(Yap İşlet)","Ön rapor","İlişi Ç.","Point","esriGeometryPoint","33.967825943238616","41.959483416311713","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Lamas I HES","97","Lamas I HES","Kamu","master plan, öninceleme","Lamas Ç.","Point","esriGeometryPoint","34.024466715927311","36.64995334565063","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kemal I HES","928","Kemal I HES","Özel(Yap İşlet)","Fizibilite","Çatalzeytin Ç.","Point","esriGeometryPoint","34.188766542536307","41.899807243348008","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karlıbel -1","624","Karlıbel -1","Kamu","5","Kuzguncuk D.","Point","esriGeometryPoint","34.220274161496278","40.748833862933708","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ülkün","631","Ülkün","Kamu","4","Kızılırmak N.","Point","esriGeometryPoint","34.354435471099379","40.526390522918341","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ayancık HES","414","Ayancık HES","Özel(Yap İşlet Devret)","Lisans","Ayancık","Point","esriGeometryPoint","34.575875616550064","41.907041327510377","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kadıncık 4 HES","99","Kadıncık 4 HES","Kamu","planlama","Kadıncık Ç.","Point","esriGeometryPoint","34.704565483823167","37.184998215940908","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Akhan HES","10","Akhan HES","Özel(Yap İşlet)","Fizibilite","Irmaközü D.","Point","esriGeometryPoint","34.714425546391105","37.167437088592621","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cemel HES","1003","Cemel HES","Özel(Yap İşlet)","EPDK","Kızılırmak","Point","esriGeometryPoint","34.759153827316645","38.739492670734641","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kadınçık I HES","80","Kadınçık I HES","Kamu","isletmede","Kadıncık D.","Point","esriGeometryPoint","34.788342414429046","37.087650470863224","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kadınçık -2 HES","81","Kadınçık -2 HES","Kamu","isletmede","Kadıncık D.","Point","esriGeometryPoint","34.839876932273043","37.032238098131451","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sarıhıdır-I HES","1002","Sarıhıdır-I HES","Özel(Yap İşlet)","EPDK","Kızılırmak","Point","esriGeometryPoint","34.939543000794629","38.736765140450018","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kamışlı-2 HES","17","Kamışlı-2 HES","Kamu","master plan, öninceleme","Körkün Ç.","Point","esriGeometryPoint","34.96821736734352","37.540415878622149","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Toros HES","18","Toros HES","Özel(Yap İşlet)","SKHA","Çakıt Ç.","Point","esriGeometryPoint","35.00018071716304","37.281194761075206","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eğlence -2 HES","67","Eğlence -2 HES","Özel(Yap İşlet)","SKHA","Eğlence D.","Point","esriGeometryPoint","35.19559539984251","37.376066211941207","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Zafer HES","60","Zafer HES","Özel(Yap İşlet)","Fizibilite","Eğlence D.","Point","esriGeometryPoint","35.220657859788936","37.302289035320349","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Topaktaş HES","1005","Topaktaş HES","Özel(Yap İşlet)","Fizibilite","Suarası D.","Point","esriGeometryPoint","35.40829580723522","37.766690064666719","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Karsantı HES","86","Karsantı HES","Özel(Yap İşlet)","Fizibilite","Gümbükü Dere","Point","esriGeometryPoint","35.418988771564877","37.578707282068422","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yedigöze HES","74","Yedigöze HES","Özel(Yap İşlet Devret)","SKHA","Seyhan N.","Point","esriGeometryPoint","35.443240701059089","37.39796876522206","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Nur -3 HES","70","Nur -3 HES","Özel(Yap İşlet)","Fizibilite","Değirmendere","Point","esriGeometryPoint","35.579132714377835","37.664348373114493","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kayalar HES","92","Kayalar HES","Özel(Yap İşlet)","Fizibilite","Tahtaköprü D.","Point","esriGeometryPoint","35.704793229482235","37.777232298173267","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Madra","1831","Madra","Özel(Yap İşlet)","Fizibilite","Madra Ç.","Point","esriGeometryPoint","26.841449063531744","39.236669954677488","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kızılkeçili","1840","Kızılkeçili","Kamu","master plan, öninceleme","Kızılkeçili D.","Point","esriGeometryPoint","26.921975644064229","39.624640440505999","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Linlin-I","1842","Linlin-I","Kamu","master plan, öninceleme","Kovanlıkdere","Point","esriGeometryPoint","27.076067362889514","39.761321320745104","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kovanburnu HES","1679","Kovanburnu HES","","Null","B.Menderes N.","Point","esriGeometryPoint","27.463814287538391","37.625633538273121","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cüneyt","1790","Cüneyt","Özel(Yap İşlet)","Fizibilite","Cüneyt Ç.","Point","esriGeometryPoint","28.130099263841643","39.213929010450386","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Cüneyt","1838","Cüneyt","Kamu","master plan, öninceleme","Cüneyt Ç.","Point","esriGeometryPoint","28.143249454487496","39.20212237920915","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ercin HES","1655","Ercin HES","","Null","Namnam","Point","esriGeometryPoint","28.57075369109733","37.040935034565067","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Akçay -2 Barajı Ve HES","1949","Akçay -2 Barajı Ve HES","","Null","Akçay","Point","esriGeometryPoint","28.630245639054557","37.459513872782544","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yenidere HES","1699","Yenidere HES","","Null","Yenidere","Point","esriGeometryPoint","28.693029219445336","37.478482463148275","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balat","1789","Balat","Özel(Yap İşlet)","Fizibilite","Balat Ç.","Point","esriGeometryPoint","28.736298077611391","39.614324171340506","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","A.Dalaman HES 4","1938","A.Dalaman HES 4","","Null","Dalaman Ç.","Point","esriGeometryPoint","28.828107046824776","36.871666635932279","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Beyağaç HES","1629","Beyağaç HES","","Null","Derebaşı Kayn.","Point","esriGeometryPoint","28.911102557097809","37.254757717421015","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Başkarcı HES","1625","Başkarcı HES","","Null","Null","Point","esriGeometryPoint","28.975981627815372","37.771412935093515","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Güldürtaş HES","1667","Güldürtaş HES","","Null","Dalaman Ç.","Point","esriGeometryPoint","29.009528567030184","36.966399504823457","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Horoz  HES","1670","Horoz  HES","","Null","Arıtma Tahliyesi","Point","esriGeometryPoint","29.109298706259029","37.828846000580711","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ege I HES","1653","Ege I HES","","Null","Çürüksu Sol Kan.","Point","esriGeometryPoint","29.125361376584948","37.827421477138998","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yön HES","1700","Yön HES","","Null","Dalaman Ç.","Point","esriGeometryPoint","29.13560131538291","37.128407706960218","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Taşcılar HES","1695","Taşcılar HES","","Null","Hüsniye(Kanlıçay)","Point","esriGeometryPoint","29.24515208001624","36.944435369818152","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eşen I Barajı Ve HES","1657","Eşen I Barajı Ve HES","","Null","Eşençay","Point","esriGeometryPoint","29.422150021580748","36.800740946486314","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Erenler HES","1656","Erenler HES","","Null","B.Menderes N.","Point","esriGeometryPoint","29.44069718912079","38.071467383434211","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Boğazköy HES","518","Boğazköy HES","Özel(Yap İşlet)","EPDK","Göksu","Point","esriGeometryPoint","29.526446269597535","40.173230462749608","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çat HES","1585","Çat HES","Kamu","Null","Null","Point","esriGeometryPoint","40.96063550791434","40.921665851221888","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Serçeme HES","456","Serçeme HES","Kamu","master plan, öninceleme","Serçeme D.","Point","esriGeometryPoint","40.975755636182484","40.095298849073941","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Dağarcık HES","188","Dağarcık HES","Kamu","master plan, öninceleme","Aksu(Ovit)","Point","esriGeometryPoint","40.99308819465805","40.663027836794143","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çimentepe HES","244","Çimentepe HES","Kamu","master plan, öninceleme","Aksu","Point","esriGeometryPoint","40.996743576981395","40.663268027790934","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Yenikoy Regulatoru Ve HES","126","Yenikoy Regulatoru Ve HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","41.025326172843606","37.884774026433426","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Işık HES","243","Işık HES","Kamu","master plan, öninceleme","Salaçor","Point","esriGeometryPoint","41.025569795649673","40.65569582676634","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Çamlıhemşin HES","1593","Çamlıhemşin HES","Kamu","Null","Null","Point","esriGeometryPoint","41.030649092364918","41.079802595893362","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Durak HES","1594","Durak HES","Kamu","Null","Null","Point","esriGeometryPoint","41.047183511366292","41.086509285775783","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Seydioğlu HES","679","Seydioğlu HES","Kamu","İnşaat","Null","Point","esriGeometryPoint","41.050292678168795","40.869547554972705","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Doğanay HES","1595","Doğanay HES","Kamu","Null","Null","Point","esriGeometryPoint","41.059859434772406","41.108930572983184","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sırlı HES","255","Sırlı HES","Kamu","master plan, öninceleme","Sırlı D.","Point","esriGeometryPoint","41.070746133720966","40.214449721238459","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Kulp I HES","948","Kulp I HES","Özel(Yap İşlet)","FZB","Null","Point","esriGeometryPoint","41.071990401821068","38.545053585493854","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Gündüz HES","232","Gündüz HES","Kamu","master plan, öninceleme","Hunut D.","Point","esriGeometryPoint","41.131021338805546","40.666740255995101","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ahmetli HES","947","Ahmetli HES","Özel(Yap İşlet)","FZB","Null","Point","esriGeometryPoint","41.138022859531844","37.304274286716478","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Eralanı HES","1235","Eralanı HES","Özel(Yap İşlet)","Ön Fizbilite","Murat N.","Point","esriGeometryPoint","41.189254814823471","38.794345944787736","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sırakonaklar","480","Sırakonaklar","Kamu","planlama","Sırakonaklar D.","Point","esriGeometryPoint","41.22681292968803","40.670376974585309","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Sarıcoban HES","502","Sarıcoban HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","41.235289907877721","38.402018118585758","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Paşalar HES","695","Paşalar HES","Kamu","Null","Null","Point","esriGeometryPoint","41.320733415485613","41.211229873167973","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Derecik HES","1865","Derecik HES","Özel(Yap İşlet)","Fizibilite","Sidere Dere","Point","esriGeometryPoint","41.344485966446655","41.316936161792171","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","DamlaHES-4","1927","DamlaHES-4","Özel(Yap İşlet)","SKHA","Zamevan Ç.","Point","esriGeometryPoint","41.348531672051905","40.914608141863603","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Orta HES","864","Orta HES","Kamu","ÖN RAPOR","Null","Point","esriGeometryPoint","41.365574228328569","41.214227549412946","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Büyükbahçe HES","447","Büyükbahçe HES","Kamu","master plan, öninceleme","Katıklı D.","Point","esriGeometryPoint","41.368020629698059","40.489065414303347","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Batman Sason HES","490","Batman Sason HES","Özel(Yap İşlet)","On_Basvuru","Null","Point","esriGeometryPoint","41.404888259410633","38.340438870898907","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balcılı HES","1909","Balcılı HES","Özel(Yap İşlet)","Fizibilite","Bıcaklılar Dere","Point","esriGeometryPoint","41.420724159463546","41.015027255925979","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Büyükbayır HES","1931","Büyükbayır HES","Özel(Yap İşlet)","Ön rapor","Sadıkhan Dere","Point","esriGeometryPoint","41.436938615295134","41.042580855684179","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Balaban HES","130","Balaban HES","Özel(Yap İşlet)","Fizibilite","Sason Ç.","Point","esriGeometryPoint","41.48265577181018","38.456543498017929","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Mtn HES","262","Mtn HES","Kamu","master plan, öninceleme","Tortum","Point","esriGeometryPoint","41.489013491012727","40.412329744748774","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Havva HES","253","Havva HES","Kamu","master plan, öninceleme","Tor(Şen) D.","Point","esriGeometryPoint","41.491932720733857","40.433908009172846","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Tepeköy HES","1192","Tepeköy HES","Özel(Yap İşlet)","Ön Fizibilite","Bingöl Ç.","Point","esriGeometryPoint","41.507004441182495","39.099219048139915","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ak HES","1260","Ak HES","Özel(Yap İşlet)","Fizibilite","Murat N.","Point","esriGeometryPoint","41.531055382260909","38.960167141326359","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ilıcasu I HES","212","Ilıcasu I HES","Kamu","master plan, öninceleme","Hay ( Baş)","Point","esriGeometryPoint","41.546059158331779","39.427657984780978","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Garzan Barajı Ve HES","378","Garzan Barajı Ve HES","Özel(Yap İşlet)","Fizibilite","Null","Point","esriGeometryPoint","41.5524084442592","38.250419973753218","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Esendal HES","1910","Esendal HES","Kamu","isletmede","Arcıvan Dere","Point","esriGeometryPoint","41.566535790662371","40.962396304989007","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ilıcasu -2 HES","233","Ilıcasu -2 HES","Kamu","master plan, öninceleme","Başköy","Point","esriGeometryPoint","41.570888564019533","39.425009017173203","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Arpa HES","1854","Arpa HES","Özel(Yap İşlet)","SKHA","Deviskel Dere","Point","esriGeometryPoint","41.829316253556676","41.303194740331143","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Altındere HES","1822","Altındere HES","Özel(Yap İşlet)","Fizibilite","Ugur Dere","Point","esriGeometryPoint","41.907243771147847","41.475778867754563","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Leylak HES","1884","Leylak HES","Özel(Yap İşlet)","Fizibilite","Sadgomi Dere","Point","esriGeometryPoint","41.929316244956887","41.416358120270878","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ugur HES","1892","Ugur HES","Özel(Yap İşlet)","Fizibilite","Ugur Dere","Point","esriGeometryPoint","41.942726088315247","41.479903424233221","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Oltu HES","448","Oltu HES","Kamu","master plan, öninceleme","Oltu Ç.","Point","esriGeometryPoint","41.970965298314709","40.528889334224473","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Ardanuç -2 HES","1785","Ardanuç -2 HES","Kamu","master plan, öninceleme","Çoruh N. Yan Kolları","Point","esriGeometryPoint","42.010843118112291","41.151591085370093","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Germap HES","1213","Germap HES","Kamu","Ön Fizibilite","Kezer Suyu","Point","esriGeometryPoint","42.188486061389881","38.296601104342898","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Şavşat HES","1805","Şavşat HES","Özel(Yap İşlet)","SKHA","Şavşat Ç.","Point","esriGeometryPoint","42.275149466545145","41.270888327262917","4326","4326",""
"25","İşletme Durumuna Göre HES","HES_ADI","Papart HES","1796","Papart HES","Özel(Yap İşlet)","SKHA","Papart Dere","Point","esriGeometryPoint","42.283825973384516","41.394585079694899","4326","4326",""
