results/layerId,results/layerName,results/displayFieldName,results/value,results/attributes/OBJECTID,results/attributes/HES Adı,results/attributes/Kurum,results/attributes/Aşaması(seç),results/attributes/Akarsu Adı,results/attributes/SHAPE,results/geometryType,results/geometry/x,results/geometry/y,results/geometry/spatialReference/wkid,results/geometry/spatialReference/latestWkid
25,İşletme Durumuna Göre HES,HES_ADI,Sarıyar HES,530,Sarıyar HES,Kamu,isletmede,Sakarya N.,Point,esriGeometryPoint,31.423012933156652,40.04518294033451,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akça HES,535,Akça HES,Özel(Yap İşlet),Fizibilite,Kocadere,Point,esriGeometryPoint,31.51054767893524,37.47366852152379,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökpınar,602,Gökpınar,Kamu,4,Açca Ç.,Point,esriGeometryPoint,31.577473754102584,40.32346644483312,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karaköy,600,Karaköy,Kamu,5,Aladağ Ç.,Point,esriGeometryPoint,31.656821343783697,40.19178295002102,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Paşa,604,Paşa,Kamu,5,Bolu Ç.,Point,esriGeometryPoint,31.95007713636883,40.896739647162555,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mengen ,3,Mengen,Kamu,4,Mengen Ç.,Point,esriGeometryPoint,31.95770268551925,40.89784789914947,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gündoğmuş,1100,Gündoğmuş,Özel(Yap İşlet),Fizibilite,Alara Ç.,Point,esriGeometryPoint,32.02382291103699,36.76058293768537,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kamer Regülatörü Ve HES,1066,Kamer Regülatörü Ve HES,Kamu,Null,Alara Ç.,Point,esriGeometryPoint,32.15133345858875,36.75796292226227,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balır HES,1095,Balır HES,Kamu,EIE,Alara Ç.,Point,esriGeometryPoint,32.20122336012817,36.74844329270391,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çakmaklı,568,Çakmaklı,Kamu,planlama,Gerede Ç.,Point,esriGeometryPoint,32.31192852294973,40.44295657800924,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Filyos HES,923,Filyos HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,32.33211594747843,41.200775393647184,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bartın HES,881,Bartın HES,Kamu,"master plan, öninceleme",Null,Point,esriGeometryPoint,32.38881758172375,41.61761841722006,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yalnızardıç HES,539,Yalnızardıç HES,Özel(Yap İşlet),Fizibilite,Gevne Ç.,Point,esriGeometryPoint,32.46543085225217,36.740587658783724,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Güneyyaka HES,554,Güneyyaka HES,Özel(Yap İşlet),Fizibilite,Boğazdere,Point,esriGeometryPoint,32.520100617523234,36.94023369652609,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yerköprü HES,549,Yerköprü HES,Kamu,isletmede,Göksu,Point,esriGeometryPoint,32.749871069731384,37.04831065376468,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çimen,625,Çimen,Kamu,4,Çerkeş Ç.,Point,esriGeometryPoint,32.750656049201574,40.89145723632648,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Han HES,914,Han HES,Özel(Yap İşlet),Fizibilite,Null,Point,esriGeometryPoint,32.76494592913917,41.223725294069396,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren I HES,897,Eren I HES,Özel(Yap İşlet),Fizibilite,Valay Ç.,Point,esriGeometryPoint,32.8931706074403,41.14136433108185,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ballık HES,548,Ballık HES,Özel(Yap İşlet),Fizibilite,Göksu,Point,esriGeometryPoint,32.94753413235784,36.97152791846619,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balkusan 2 HES,537,Balkusan 2 HES,Özel(Yap İşlet),SKHA,Balkusan D.,Point,esriGeometryPoint,33.003363519116306,36.58336815452817,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kuzkaya HES,932,Kuzkaya HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.03073532122437,41.23208874800302,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lenger-2 HES,21,Lenger-2 HES,Özel(Yap İşlet),SKHA,Kazıklı Dere,Point,esriGeometryPoint,33.05715165840608,36.272081738937715,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mutlu HES,1703,Mutlu HES,Özel(Yap İşlet),Ön rapor,Fakas Ç.,Point,esriGeometryPoint,33.32920999944402,41.97734947739606,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karasu  HES,32,Karasu  HES,Özel(Yap İşlet),Ön rapor,Göksu N.,Point,esriGeometryPoint,33.389295062070616,36.599604997044864,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sema,616,Sema,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,33.3898823627962,39.491311029835366,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kavak,6,Kavak,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,33.46831866745382,39.77870096458971,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Irmak HES,924,Irmak HES,Özel(Yap İşlet),Ön rapor,Zarbana Ç.,Point,esriGeometryPoint,33.607574947444235,41.94155413820921,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Öz-Sa HES,51,Öz-Sa HES,Özel(Yap İşlet),Fizibilite,Kurtsuyu,Point,esriGeometryPoint,33.63377449228179,36.603977242690895,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kayraktepe HES,31,Kayraktepe HES,Kamu,proje,Göksu N.,Point,esriGeometryPoint,33.817458864401296,36.40027288522433,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Silifke 21 HES,30,Silifke 21 HES,Kamu,"master plan, öninceleme",Göksu N.,Point,esriGeometryPoint,33.86333423201832,36.404833603690115,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ilıcaoba,1792,Ilıcaoba,Özel(Yap İşlet),Fizibilite,Gönen Ç.,Point,esriGeometryPoint,27.5364876983776,40.02342993099142,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kemer HES,1675,Kemer HES,,Null,Gürlen Ç.,Point,esriGeometryPoint,28.15775905156832,37.51256666804864,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Başaran HES,1624,Başaran HES,,Null,B.Menderes N.,Point,esriGeometryPoint,28.544989778013452,37.86404064267681,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızkayası Barajı HES,504,Kızkayası Barajı HES,Özel(Yap İşlet),SKHA,Emet Ç.,Point,esriGeometryPoint,28.604503664057237,39.83449859935278,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eceana I HES,1651,Eceana I HES,,Null,Eceana D.,Point,esriGeometryPoint,28.720187961999706,37.021660446608706,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sude HES,1693,Sude HES,,Null,Akçay,Point,esriGeometryPoint,28.775548778118594,37.24376996741885,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Emet,1791,Emet,Özel(Yap İşlet),Fizibilite,Emet Ç.,Point,esriGeometryPoint,28.98109032524224,39.61658203113982,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dere HES,1648,Dere HES,,Null,Dalaman Ç.,Point,esriGeometryPoint,29.22803276058043,37.17013266038043,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bereket HES I,1627,Bereket HES I,,Null,Çuruksu Sağ S K,Point,esriGeometryPoint,29.240402848552268,37.79631784295973,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gözede2 HES,507,Gözede2 HES,Özel(Yap İşlet),Fizibilite,Aksu Ç.,Point,esriGeometryPoint,29.311551659130107,40.158351924806034,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çalkuyucak HES,1635,Çalkuyucak HES,,Null,B.Menderes N.,Point,esriGeometryPoint,29.36100393099532,38.20296677436308,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eşen -2 HES,1658,Eşen -2 HES,,Null,Eşençay,Point,esriGeometryPoint,29.40105078947498,36.76689658005114,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dırgen Reg Ve HES,1037,Dırgen Reg Ve HES,Kamu,FZB,Demre Ç.,Point,esriGeometryPoint,29.86710557213877,36.296354272953664,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gözlek Regülatörü Ve HES,1062,Gözlek Regülatörü Ve HES,Kamu,FZB,Yavuz D.,Point,esriGeometryPoint,30.196382645687933,37.271850206058886,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Alakir I  Reg Ve HES,1081,Alakir I  Reg Ve HES,Kamu,Null,Alakır Ç.,Point,esriGeometryPoint,30.308745267283108,36.71990563292481,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökçekısık HES,522,Gökçekısık HES,Kamu,planlama,Porsuk Ç.,Point,esriGeometryPoint,30.401208977046238,39.64831643133203,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karacaören I Barajı Ve HES,1382,Karacaören I Barajı Ve HES,Kamu,isletmede,Aksu Ç.,Point,esriGeometryPoint,30.831689574874574,37.36978387113933,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kovada I HES,1384,Kovada I HES,Kamu,isletmede,Kovada Ç.,Point,esriGeometryPoint,30.8609260220144,37.63993623940841,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızıllı-I HES,1063,Kızıllı-I HES,Kamu,FZB,GevenÇ.,Point,esriGeometryPoint,30.929950106615465,37.33577040699086,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aksu,569,Aksu,Kamu,planlama,Aksu D.,Point,esriGeometryPoint,30.99070054306657,40.76221990574054,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çınar-1(Uğursuyu),612,Çınar-1(Uğursuyu),Kamu,5,Hamamüstü,Point,esriGeometryPoint,31.21028806329782,40.7358034216977,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hasanlar Brj Ve HES,578,Hasanlar Brj Ve HES,Kamu,7,Küçük Melen Ç.,Point,esriGeometryPoint,31.273861208547807,40.91165868793987,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akpınar ,614,Akpınar,Kamu,4,Karadere,Point,esriGeometryPoint,31.36907003294991,40.92334786071833,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cenger -3 HES,1050,Cenger -3 HES,Kamu,Null,Çenger,Point,esriGeometryPoint,31.639669948976653,36.74982571959686,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Manavgat -2 Reg Ve HES,1088,Manavgat -2 Reg Ve HES,Kamu,Null,Manavgat Ç.,Point,esriGeometryPoint,31.690549860137608,37.1096016198532,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kıran,583,Kıran,Kamu,1,Ankara Ç.,Point,esriGeometryPoint,31.942088614597704,39.811641960843154,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Buldan HES,1489,Buldan HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,32.004333953802195,41.209941460464236,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kocaoglan Reg. Ve HES,1040,Kocaoglan Reg. Ve HES,Kamu,FZB,Sapadere (Sedre) Ç.,Point,esriGeometryPoint,32.22315214519019,36.44771888377099,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mavi HES,550,Mavi HES,Kamu,planlama,Göksu,Point,esriGeometryPoint,32.34476236137056,37.26415269993095,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Güney HES,898,Güney HES,Özel(Yap İşlet),Ön rapor,Bartın Irmağı,Point,esriGeometryPoint,32.346220984722706,41.43133939635212,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yeşilöz I,628,Yeşilöz I,Kamu,4,Kirmir Ç.,Point,esriGeometryPoint,32.36062840738884,40.28089942524254,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Atg Kumluca HES,1721,Atg Kumluca HES,Özel(Yap İşlet),Fizibilite,Bartın Irmağı,Point,esriGeometryPoint,32.449046395702425,41.44593566294252,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Berat HES,1075,Berat HES,Kamu,Null,Gevne,Point,esriGeometryPoint,32.452127239837544,36.71071084821577,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Arıt HES,880,Arıt HES,Kamu,planlama,Bartın Irmağı,Point,esriGeometryPoint,32.47664737555639,41.650352142450465,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,İkiler,626,İkiler,Kamu,4,Gerede Ç.,Point,esriGeometryPoint,32.5616598993296,40.85091087247151,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ulus I HES,1709,Ulus I HES,Özel(Yap İşlet),Fizibilite,Bartın Ir.,Point,esriGeometryPoint,32.5861626955292,41.53269646279528,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cürümören HES,887,Cürümören HES,Özel(Yap İşlet),Ön rapor,Null,Point,esriGeometryPoint,32.690123603992305,41.127979350333035,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Nazire HES,885,Nazire HES,Özel(Yap İşlet),Ön rapor,Bartın Irmağı,Point,esriGeometryPoint,32.70755156327036,41.615981547612165,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Deniz HES,889,Deniz HES,Özel(Yap İşlet),Fizibilite,Devrekani Ç.,Point,esriGeometryPoint,32.946996315104,41.88384913776182,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çay HES,906,Çay HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,32.9754135588358,41.83232747531238,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balkusan 1 HES,557,Balkusan 1 HES,Özel(Yap İşlet),SKHA,Balkusan D.,Point,esriGeometryPoint,33.01680056136373,36.63873850636848,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lenger-3 HES,22,Lenger-3 HES,Özel(Yap İşlet),SKHA,Kazıklı Dere,Point,esriGeometryPoint,33.03380142121195,36.24062252421607,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ermenek HES,562,Ermenek HES,Kamu,insa halinde,Ermenek Ç.,Point,esriGeometryPoint,33.05812523013569,36.576241533992906,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Berke HES,913,Berke HES,Özel(Yap İşlet),Ön rapor,Null,Point,esriGeometryPoint,33.09054263946087,41.91725456661153,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kutsal -2 HES,933,Kutsal -2 HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,33.13925522982957,41.218466282406844,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Boyalı HES,1488,Boyalı HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.16223458491756,41.06694018703525,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ege -2 HES,883,Ege -2 HES,Özel(Yap İşlet),Fizibilite,Valay Ç.,Point,esriGeometryPoint,33.33201977960145,41.825586040019395,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çayaltı HES,907,Çayaltı HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,33.443651062762406,41.59269249375281,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hisarköy HES,35,Hisarköy HES,Özel(Yap İşlet),Ön rapor,Kurtsuyu,Point,esriGeometryPoint,33.55940299689318,36.53103826396248,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sarıkavak HES,52,Sarıkavak HES,Özel(Yap İşlet),SKHA,Kurtsuyu,Point,esriGeometryPoint,33.594935051969856,36.57920168730708,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Linlin-3,1843,Linlin-3,Kamu,"master plan, öninceleme",Kovanlıkdere,Point,esriGeometryPoint,27.120015107531913,39.77777843452615,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kocadere,1841,Kocadere,Kamu,"master plan, öninceleme",Kocadere,Point,esriGeometryPoint,28.458312499866278,39.360216825181546,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sırma HES,1692,Sırma HES,,Null,Akçay,Point,esriGeometryPoint,28.473848853639993,37.60515441352595,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yemişendere HES,1697,Yemişendere HES,,Null,Mortuma Ç.,Point,esriGeometryPoint,28.572520333962636,37.24888824969983,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gündoğdu HES,505,Gündoğdu HES,Özel(Yap İşlet),SKHA,Emet Ç.,Point,esriGeometryPoint,28.57353454060995,39.89124929211886,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Namnam HES,1682,Namnam HES,,Null,Namnam,Point,esriGeometryPoint,28.63209843963897,37.08561376706737,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tirkemiş HES,1696,Tirkemiş HES,,Null,Derin Dere,Point,esriGeometryPoint,28.747930968922155,37.0803463384488,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yuvarlakçay HES,1701,Yuvarlakçay HES,,Null,Yuvarlakçay,Point,esriGeometryPoint,28.804290562461134,36.92556233528637,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sülek HES,1694,Sülek HES,,Null,Akçay,Point,esriGeometryPoint,28.815280259694887,37.23187324731232,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,A.Dalaman HES 3,1937,A.Dalaman HES 3,,Null,Dalaman Ç.,Point,esriGeometryPoint,28.84499969245737,36.87863040219896,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aziz HES,1622,Aziz HES,,Null,Kara Dere,Point,esriGeometryPoint,28.88868325814815,36.81486366288544,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yenicekent HES,1698,Yenicekent HES,,Null,B.Menderes N.,Point,esriGeometryPoint,28.96548297455723,38.04354155230583,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Keserali HES,1677,Keserali HES,,Null,Kızıldere,Point,esriGeometryPoint,29.071442208821708,36.789910415615886,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çukurincir HES,1644,Çukurincir HES,,Null,Eşençay,Point,esriGeometryPoint,29.31882265229571,36.357398067629504,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,A.Eşen HES -2,1942,A.Eşen HES -2,,Null,Eşençay,Point,esriGeometryPoint,29.325452351678813,36.39230707321144,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Suluköy HES,509,Suluköy HES,Özel(Yap İşlet),SKHA,Acısu D.+Ulupınar D.,Point,esriGeometryPoint,29.403182937442917,40.04228808931343,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çökek HES,1643,Çökek HES,,Null,Tezli Dere,Point,esriGeometryPoint,29.439666292303862,36.682849890256044,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yapraklı HES,1381,Yapraklı HES,Özel(Yap İşlet),MP,Yapraklı Barajı,Point,esriGeometryPoint,29.452908209988117,37.02373494790583,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dodurgalar HES I,1649,Dodurgalar HES I,,Null,Erceöz D.,Point,esriGeometryPoint,29.60535051947926,37.3963469447762,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kirazdere2 HES,514,Kirazdere2 HES,Özel(Yap İşlet),EPDK,Kirazdere,Point,esriGeometryPoint,29.864372351887898,40.64521792596726,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Alakir HES,1083,Alakir HES,Kamu,Null,Alakır Ç.,Point,esriGeometryPoint,30.260853451753412,36.37377769317502,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Doğançay HES,523,Doğançay HES,Kamu,planlama,Sakarya N.,Point,esriGeometryPoint,30.33617514703722,40.636104700380606,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Candır 2 HES,1094,Candır 2 HES,Kamu,EIE,Çandır Ç.,Point,esriGeometryPoint,30.39810913554512,36.746933594605835,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Doyran Reg Ve HES,1071,Doyran Reg Ve HES,Kamu,Null,Doyran Ç.,Point,esriGeometryPoint,30.496823518389206,36.885360676593656,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Pazarköy HES,526,Pazarköy HES,Kamu,planlama,Dinsiz Ç.,Point,esriGeometryPoint,30.64551339793956,40.659623661161106,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mansurlar HES,527,Mansurlar HES,Kamu,planlama,Mudurnu Ç.,Point,esriGeometryPoint,30.746231417674316,40.580266213360495,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kovada -2 HES,1386,Kovada -2 HES,Kamu,isletmede,Kovada Ç.,Point,esriGeometryPoint,30.824236095342748,37.597000239212406,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yürse HES,528,Yürse HES,Kamu,planlama,Mudurnu Ç.,Point,esriGeometryPoint,30.923000435264132,40.58110030634589,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Defne,613,Defne,Kamu,5,Aksu D.,Point,esriGeometryPoint,30.964670335957727,40.701496993146925,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aksu Regülatörü Ve HES,1368,Aksu Regülatörü Ve HES,Özel(Yap İşlet),PL,Aksu Ç.,Point,esriGeometryPoint,31.141914560859295,37.61388017155893,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kuyulutaş Regülatörü Ve HES,1379,Kuyulutaş Regülatörü Ve HES,Özel(Yap İşlet),MP,Kocadere,Point,esriGeometryPoint,31.283032043740626,38.396252430193876,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cerle Dolluk HES,1090,Cerle Dolluk HES,Kamu,Null,Cerle D.,Point,esriGeometryPoint,31.28561782409183,37.11544183365074,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Esra,580,Esra,Kamu,1,Aladağ Ç.,Point,esriGeometryPoint,31.516268628807,40.43422227627875,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sürmenek,590,Sürmenek,Kamu,5,Aladağ Ç.,Point,esriGeometryPoint,31.692131200393643,40.29608607127109,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cenger -2 HES,1049,Cenger -2 HES,Kamu,Null,Çenger,Point,esriGeometryPoint,31.765801925523334,36.784014475224936,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Delikli,601,Delikli,Kamu,4,Süvari Ç.,Point,esriGeometryPoint,32.056088028279426,40.3230967083174,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cemal Ovası HES,1719,Cemal Ovası HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,32.0962068879856,41.299542192443795,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Uçankaya,1098,Uçankaya,Özel(Yap İşlet),Fizibilite,Alara Ç.,Point,esriGeometryPoint,32.10872402761442,36.78064896511361,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dereli,595,Dereli,Kamu,5,Süvari Ç.,Point,esriGeometryPoint,32.11941628780791,40.248972086699474,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gazıpasa Delıce Reg.Ve HES,1038,Gazıpasa Delıce Reg.Ve HES,Kamu,FZB,Delice Ç.,Point,esriGeometryPoint,32.308812104602524,36.34743440202589,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Adanda Regülatörü Ve HES,1036,Adanda Regülatörü Ve HES,Kamu,FZB,Adanda Ç.,Point,esriGeometryPoint,32.41356623595022,36.24501265181025,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karapınar HES,1043,Karapınar HES,Kamu,FZB,Gevne Ç.,Point,esriGeometryPoint,32.43223277751991,36.605389445972754,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Taşkent HES,560,Taşkent HES,Özel(Yap İşlet),Fizibilite,Sazak D.,Point,esriGeometryPoint,32.502453834689945,36.92448155047006,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yalman HES,540,Yalman HES,Özel(Yap İşlet),Fizibilite,Kışla D.,Point,esriGeometryPoint,32.79171107657637,36.65907065518684,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Damlapınar HES,546,Damlapınar HES,Özel(Yap İşlet),Lisans,Göksu,Point,esriGeometryPoint,32.83581002319438,37.035888601501185,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Alaköprü HES,94,Alaköprü HES,Kamu,planlama,Anamur Ç.,Point,esriGeometryPoint,32.89176612719255,36.18345724779011,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bucakkışla HES,547,Bucakkışla HES,Özel(Yap İşlet),SKHA,Göksu,Point,esriGeometryPoint,33.08963910303539,36.91470415353218,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ilıca HES,902,Ilıca HES,Özel(Yap İşlet),Fizibilite,Devrekani Ç.,Point,esriGeometryPoint,33.15957209957423,41.657462150316086,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Saran HES,39,Saran HES,Özel(Yap İşlet),SKHA,Göksu N.,Point,esriGeometryPoint,33.36653842425849,36.63750455434783,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sarıbucak HES,38,Sarıbucak HES,Özel(Yap İşlet),Fizibilite,Kurtsuyu,Point,esriGeometryPoint,33.57141098676072,36.54753443408819,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hamzalı,579,Hamzalı,Kamu,insa halinde,Kızılırmak N.,Point,esriGeometryPoint,33.65000163008916,40.291077249580695,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Dinç HES,79,Dinç HES,Kamu,insa halinde,Sason Dere,Point,esriGeometryPoint,33.65051832733381,36.640263455947164,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Silifke I HES,108,Silifke I HES,Kamu,isletmede,Sulama Kanalı,Point,esriGeometryPoint,33.94292503345804,36.39055104989007,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ebru -3 HES,1487,Ebru -3 HES,Özel(Yap İşlet),Fizibilite,İlişi Ve Ezine Çayları,Point,esriGeometryPoint,34.030242579078816,41.94023179741762,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gönen,1787,Gönen,Özel(Yap İşlet Devret),SKHA,Gönen Ç.,Point,esriGeometryPoint,27.446142266054522,39.97136378216292,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Manyas,1835,Manyas,Kamu,insa halinde,Kocaçay,Point,esriGeometryPoint,27.781755236883736,39.97494456029363,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Deveci Konağı HES,513,Deveci Konağı HES,Özel(Yap İşlet),SKHA,Emet Ç.,Point,esriGeometryPoint,28.58867515336517,39.86872677272076,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akçay I Barajı Ve HES,1948,Akçay I Barajı Ve HES,,Null,Akçay,Point,esriGeometryPoint,28.6399682444891,37.376736718140805,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kavakçalı HES,1674,Kavakçalı HES,,Null,Namnam,Point,esriGeometryPoint,28.662329795484972,37.09540374403067,4326,4326
