results/layerId,results/layerName,results/displayFieldName,results/value,results/attributes/OBJECTID,results/attributes/HES Adı,results/attributes/Kurum,results/attributes/Aşaması(seç),results/attributes/Akarsu Adı,results/attributes/SHAPE,results/geometryType,results/geometry/x,results/geometry/y,results/geometry/spatialReference/wkid,results/geometry/spatialReference/latestWkid
25,İşletme Durumuna Göre HES,HES_ADI,Anamur HES,19,Anamur HES,Kamu,isletmede,Anamur Ç.,Point,esriGeometryPoint,32.85166842976906,36.210062570557376,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yazı,589,Yazı,Kamu,5,Yazı Ç.,Point,esriGeometryPoint,32.95134256628104,40.56737024749197,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren Barajı HES,919,Eren Barajı HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.058150339707076,41.09990789416265,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Andıraz HES,910,Andıraz HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.1364382701,41.06430223195607,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Birkapılı HES,106,Birkapılı HES,Kamu,isletmede,Pirinç Suyu,Point,esriGeometryPoint,33.44317376326698,36.72060978812654,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kaya HES,903,Kaya HES,Özel(Yap İşlet),Fizibilite,Zarbana Ç.,Point,esriGeometryPoint,33.63918502651132,41.907017298056836,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zerve I HES,1716,Zerve I HES,Özel(Yap İşlet),Ön rapor,Zerve Ç.,Point,esriGeometryPoint,33.88198978466016,41.92002546993563,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Obrucak HES,905,Obrucak HES,Özel(Yap İşlet),Fizibilite,Gökırmak,Point,esriGeometryPoint,34.00194146972137,41.36989382389084,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ebru -2 HES,1486,Ebru -2 HES,Özel(Yap İşlet),Fizibilite,İlişi Ve Ezine Çayları,Point,esriGeometryPoint,34.03281377299101,41.940196015322,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lamas-2 HES,98,Lamas-2 HES,Kamu,"master plan, öninceleme",Lamas Ç.,Point,esriGeometryPoint,34.10526662473143,36.614340209344746,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Taşçiftlik HES,1707,Taşçiftlik HES,Özel(Yap İşlet),Fizibilite,Gökırmak,Point,esriGeometryPoint,34.144359361691365,41.2942816485434,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lamas-3 HES,45,Lamas-3 HES,Özel(Yap İşlet Devret),Insa Halinde,Lamas Ç.,Point,esriGeometryPoint,34.185411502402594,36.59219853555758,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Damlacık HES,1000,Damlacık HES,Özel(Yap İşlet),Fizibilite,Kızılırmak,Point,esriGeometryPoint,34.18638853263925,38.96542448259335,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yunuslar -2 HES,899,Yunuslar -2 HES,Özel(Yap İşlet),Fizibilite,Çatalzeytin Ç.,Point,esriGeometryPoint,34.22249174768125,41.93705077374811,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kuzköy HES,930,Kuzköy HES,Özel(Yap İşlet),Ön rapor,Çatalzeytin Ç.,Point,esriGeometryPoint,34.24224972329709,41.820737815373874,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yunuslar I HES,1713,Yunuslar I HES,Özel(Yap İşlet),Fizibilite,Çatalzeytin Ç.,Point,esriGeometryPoint,34.265288708590894,41.88198884036615,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Taşköprü HES,901,Taşköprü HES,Özel(Yap İşlet),Fizibilite,Gökırmak,Point,esriGeometryPoint,34.419496895502846,41.61452510112536,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tuzköy HES,1001,Tuzköy HES,Kamu,planlama,Kızılırmak,Point,esriGeometryPoint,34.49601748852784,38.78119395811209,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Pamuk HES,105,Pamuk HES,Özel(Yap İşlet),Isletmede,Pamukluk D.,Point,esriGeometryPoint,34.65258202703735,37.096598241009005,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kadıncık -3 HES,87,Kadıncık -3 HES,Kamu,planlama,Kadıncık Ç.,Point,esriGeometryPoint,34.66918376308634,37.21601823580207,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hasankale HES,1016,Hasankale HES,Özel(Yap İşlet),SKHA,Kızılırmak,Point,esriGeometryPoint,34.961149141440664,38.74681463112813,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gerdibi HES,54,Gerdibi HES,Özel(Yap İşlet),Fizibilite,Eğni Dere,Point,esriGeometryPoint,35.15413739278742,37.553431286043015,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Büyüksofulu HES,8,Büyüksofulu HES,Özel(Yap İşlet),Fizibilite,Aksu Ç.,Point,esriGeometryPoint,35.2040417428645,37.56831423112341,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karasu Molu HES,1019,Karasu Molu HES,Özel(Yap İşlet),Lisans,Karasu,Point,esriGeometryPoint,35.22451720008226,38.83113648836743,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ortaca HES,14,Ortaca HES,Özel(Yap İşlet),Fizibilite,Ortaca D.,Point,esriGeometryPoint,35.29897619428577,37.6771945368457,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,İmamoğlu HES,85,İmamoğlu HES,Kamu,proje,İmamoğlu Sul. So Kanalı,Point,esriGeometryPoint,35.5675334060716,37.3515427200766,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gıcık HES,1004,Gıcık HES,Kamu,planlama,Zamantı,Point,esriGeometryPoint,35.601512723309824,38.21638037172928,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kozan HES,82,Kozan HES,Özel(Yap İşlet),SKHA,Seyhan N.,Point,esriGeometryPoint,35.83070127100054,37.518786649087176,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ahmetli Regületörü Ve HES,115,Ahmetli Regületörü Ve HES,Özel(Yap İşlet),SKHA,Hacı Ahmet Ç.,Point,esriGeometryPoint,35.93994943494884,36.37382007426546,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sızır HES,1406,Sızır HES,Özel(Yap İşlet),Isletmede,Null,Point,esriGeometryPoint,35.965531643671554,39.26567366630504,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Durucasu HES,463,Durucasu HES,Kamu,isletmede,Kozalan,Point,esriGeometryPoint,36.111386121962596,40.74442216936984,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tahtalı HES,385,Tahtalı HES,Özel(Yap İşlet),Fizibilite,Tahta Suyu,Point,esriGeometryPoint,36.256196691720376,37.59845624475056,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Değirmendere HES,407,Değirmendere HES,Kamu,isletmede,Keşiş Dere,Point,esriGeometryPoint,36.258559343915145,37.63614920318251,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Osmaniye Karaçay HES,413,Osmaniye Karaçay HES,Kamu,isletmede,Karaçay,Point,esriGeometryPoint,36.29754301850093,37.04445787603145,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akçakoyun HES,403,Akçakoyun HES,Özel(Yap İşlet),SKHA,Horu D.,Point,esriGeometryPoint,36.412586571078215,37.17408232772449,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Erem HES,392,Erem HES,Özel(Yap İşlet),SKHA,Sulama Kanalı,Point,esriGeometryPoint,36.44990365066921,37.277739103352516,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kalecik HES,380,Kalecik HES,Özel(Yap İşlet),Ön rapor,Kalecik D.,Point,esriGeometryPoint,36.45794226845617,37.14829896730346,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Berke HES,398,Berke HES,Kamu,isletmede,Ceyhan N.,Point,esriGeometryPoint,36.46768501416887,37.37451434517755,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gökgedik ,1439,Gökgedik,Özel(Yap İşlet Devret),SKHA,Körsulu,Point,esriGeometryPoint,36.58559860727345,37.61927328587252,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Suat Uğurlu HES,459,Suat Uğurlu HES,Kamu,isletmede,Yeşilırmak,Point,esriGeometryPoint,36.66949041671333,41.07647563083458,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,S4ritaş,1444,S4ritaş,Özel(Yap İşlet Devret),Fizibilite,Çermengeç Dere-Zeytinli Ç.,Point,esriGeometryPoint,36.76501531033733,37.88726370667493,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zeytin,1425,Zeytin,Özel(Yap İşlet Devret),SKHA,Zeytin D.,Point,esriGeometryPoint,36.79383199364283,37.798404839921226,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köklüce HES,469,Köklüce HES,Kamu,isletmede,Yeşilırmak,Point,esriGeometryPoint,36.92664663549378,40.4936598887938,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köyobası,1419,Köyobası,Özel(Yap İşlet Devret),SKHA,Yaralı Dere,Point,esriGeometryPoint,36.948283667357956,38.04374018575354,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hacınınoğlu,1459,Hacınınoğlu,Özel(Yap İşlet Devret),Insa Halinde,Ceyhan N.,Point,esriGeometryPoint,36.970471195476435,37.830024664763265,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çakmak-2 ,155,Çakmak-2,Özel(Yap İşlet),Fizibilite,Söğütlübuynu D.,Point,esriGeometryPoint,36.973048701928,37.858686389573364,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köprübaşı HES,468,Köprübaşı HES,Özel(Yap İşlet),Fizibilite,Cevizdere,Point,esriGeometryPoint,37.152767141117565,40.89635493811984,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kesme  ,1448,Kesme,Özel(Yap İşlet Devret),Insa Halinde,Aksu Ç.,Point,esriGeometryPoint,37.189692872302786,37.46232624321262,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren -2 HES,896,Eren -2 HES,Özel(Yap İşlet),Fizibilite,Valay Ç.,Point,esriGeometryPoint,32.95740237796772,41.15637601869959,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kızılca Ve HES,24,Kızılca Ve HES,Özel(Yap İşlet),Fizibilite,Kazıklı Dere,Point,esriGeometryPoint,33.08441259318658,36.30084613565264,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Samatlar HES,1706,Samatlar HES,Özel(Yap İşlet),Ön rapor,Filyos Ir.,Point,esriGeometryPoint,33.13059683705777,41.22882475159439,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gezende HES,536,Gezende HES,Kamu,isletmede,Ermenek Ç.,Point,esriGeometryPoint,33.257857051449825,36.56020044715514,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mut  HES,33,Mut  HES,Kamu,planlama,Göksu N.,Point,esriGeometryPoint,33.29604251873185,36.74314256624827,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Fakas I HES,921,Fakas I HES,Özel(Yap İşlet),Ön rapor,Fakas Ç.,Point,esriGeometryPoint,33.328252499732116,41.92102669989042,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mut -2 HES,34,Mut -2 HES,Özel(Yap İşlet),Ön rapor,Göksu N.,Point,esriGeometryPoint,33.36650551021102,36.63775585505358,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zeyne HES,84,Zeyne HES,Kamu,isletmede,Zeyne Kaynakları,Point,esriGeometryPoint,33.529733946319375,36.45877004272735,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Deliktas HES,892,Deliktas HES,Özel(Yap İşlet),Ön rapor,İlişi Ç.,Point,esriGeometryPoint,33.967825943238616,41.95948341631171,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lamas I HES,97,Lamas I HES,Kamu,"master plan, öninceleme",Lamas Ç.,Point,esriGeometryPoint,34.02446671592731,36.64995334565063,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kemal I HES,928,Kemal I HES,Özel(Yap İşlet),Fizibilite,Çatalzeytin Ç.,Point,esriGeometryPoint,34.18876654253631,41.89980724334801,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karlıbel -1,624,Karlıbel -1,Kamu,5,Kuzguncuk D.,Point,esriGeometryPoint,34.22027416149628,40.74883386293371,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ülkün,631,Ülkün,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,34.35443547109938,40.52639052291834,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ayancık HES,414,Ayancık HES,Özel(Yap İşlet Devret),Lisans,Ayancık,Point,esriGeometryPoint,34.575875616550064,41.90704132751038,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kadıncık 4 HES,99,Kadıncık 4 HES,Kamu,planlama,Kadıncık Ç.,Point,esriGeometryPoint,34.70456548382317,37.18499821594091,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Akhan HES,10,Akhan HES,Özel(Yap İşlet),Fizibilite,Irmaközü D.,Point,esriGeometryPoint,34.714425546391105,37.16743708859262,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cemel HES,1003,Cemel HES,Özel(Yap İşlet),EPDK,Kızılırmak,Point,esriGeometryPoint,34.759153827316645,38.73949267073464,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kadınçık I HES,80,Kadınçık I HES,Kamu,isletmede,Kadıncık D.,Point,esriGeometryPoint,34.788342414429046,37.087650470863224,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kadınçık -2 HES,81,Kadınçık -2 HES,Kamu,isletmede,Kadıncık D.,Point,esriGeometryPoint,34.83987693227304,37.03223809813145,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sarıhıdır-I HES,1002,Sarıhıdır-I HES,Özel(Yap İşlet),EPDK,Kızılırmak,Point,esriGeometryPoint,34.93954300079463,38.73676514045002,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kamışlı-2 HES,17,Kamışlı-2 HES,Kamu,"master plan, öninceleme",Körkün Ç.,Point,esriGeometryPoint,34.96821736734352,37.54041587862215,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Toros HES,18,Toros HES,Özel(Yap İşlet),SKHA,Çakıt Ç.,Point,esriGeometryPoint,35.00018071716304,37.281194761075206,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eğlence -2 HES,67,Eğlence -2 HES,Özel(Yap İşlet),SKHA,Eğlence D.,Point,esriGeometryPoint,35.19559539984251,37.37606621194121,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Zafer HES,60,Zafer HES,Özel(Yap İşlet),Fizibilite,Eğlence D.,Point,esriGeometryPoint,35.220657859788936,37.30228903532035,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Topaktaş HES,1005,Topaktaş HES,Özel(Yap İşlet),Fizibilite,Suarası D.,Point,esriGeometryPoint,35.40829580723522,37.76669006466672,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karsantı HES,86,Karsantı HES,Özel(Yap İşlet),Fizibilite,Gümbükü Dere,Point,esriGeometryPoint,35.41898877156488,37.57870728206842,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yedigöze HES,74,Yedigöze HES,Özel(Yap İşlet Devret),SKHA,Seyhan N.,Point,esriGeometryPoint,35.44324070105909,37.39796876522206,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Nur -3 HES,70,Nur -3 HES,Özel(Yap İşlet),Fizibilite,Değirmendere,Point,esriGeometryPoint,35.579132714377835,37.66434837311449,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kayalar HES,92,Kayalar HES,Özel(Yap İşlet),Fizibilite,Tahtaköprü D.,Point,esriGeometryPoint,35.704793229482235,37.77723229817327,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kılıçlı -2 HES,57,Kılıçlı -2 HES,Özel(Yap İşlet),SKHA,Taşlık Dere,Point,esriGeometryPoint,35.95599830297663,37.99938664186581,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Öner HES,58,Öner HES,Özel(Yap İşlet),Fizibilite,Mersin Ç.,Point,esriGeometryPoint,35.968722783905704,37.06149651782401,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yamaç HES,391,Yamaç HES,Özel(Yap İşlet),SKHA,Kesik Dere,Point,esriGeometryPoint,36.02626209070896,37.50705311410195,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Höçgören HES,386,Höçgören HES,Özel(Yap İşlet),SKHA,Savrun Ç.,Point,esriGeometryPoint,36.16587273745844,37.57914065496969,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Osmanlı 2 Regülatörü Ve HES,118,Osmanlı 2 Regülatörü Ve HES,Özel(Yap İşlet),Fizibilite,Çan Dere,Point,esriGeometryPoint,36.205394914184325,37.88887623956519,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çona  HES,113,Çona  HES,Özel(Yap İşlet),Fizibilite,Yarpuz Ç.,Point,esriGeometryPoint,36.344315463769924,37.09384364635912,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Köprü HES,411,Köprü HES,Kamu,proje,Gök Dere,Point,esriGeometryPoint,36.43358034049582,37.36840622812182,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Horu HES,393,Horu HES,Özel(Yap İşlet),SKHA,Horu Ç.,Point,esriGeometryPoint,36.443133566256186,37.17244165501264,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Tahtaköprü HES,410,Tahtaköprü HES,Özel(Yap İşlet),SKHA,Karasu Ç.,Point,esriGeometryPoint,36.68668777351875,36.85426242448515,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Almus HES,419,Almus HES,Kamu,isletmede,Yeşilırmak,Point,esriGeometryPoint,36.899911294064516,40.40684632986658,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Uzuntepe  ,159,Uzuntepe,Özel(Yap İşlet Devret),Fizibilite,Nergile Ç.,Point,esriGeometryPoint,37.17024729709009,38.01958829782784,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kayacık HES,467,Kayacık HES,Özel(Yap İşlet),Fizibilite,Cevizdere,Point,esriGeometryPoint,37.177850464358734,40.94860699779599,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Eren I HES,897,Eren I HES,Özel(Yap İşlet),Fizibilite,Valay Ç.,Point,esriGeometryPoint,32.8931706074403,41.14136433108185,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Ballık HES,548,Ballık HES,Özel(Yap İşlet),Fizibilite,Göksu,Point,esriGeometryPoint,32.94753413235784,36.97152791846619,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balkusan 2 HES,537,Balkusan 2 HES,Özel(Yap İşlet),SKHA,Balkusan D.,Point,esriGeometryPoint,33.003363519116306,36.58336815452817,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kuzkaya HES,932,Kuzkaya HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,33.03073532122437,41.23208874800302,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lenger-2 HES,21,Lenger-2 HES,Özel(Yap İşlet),SKHA,Kazıklı Dere,Point,esriGeometryPoint,33.05715165840608,36.272081738937715,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mutlu HES,1703,Mutlu HES,Özel(Yap İşlet),Ön rapor,Fakas Ç.,Point,esriGeometryPoint,33.32920999944402,41.97734947739606,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karasu  HES,32,Karasu  HES,Özel(Yap İşlet),Ön rapor,Göksu N.,Point,esriGeometryPoint,33.389295062070616,36.599604997044864,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sema,616,Sema,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,33.3898823627962,39.491311029835366,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kavak,6,Kavak,Kamu,4,Kızılırmak N.,Point,esriGeometryPoint,33.46831866745382,39.77870096458971,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Irmak HES,924,Irmak HES,Özel(Yap İşlet),Ön rapor,Zarbana Ç.,Point,esriGeometryPoint,33.607574947444235,41.94155413820921,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Öz-Sa HES,51,Öz-Sa HES,Özel(Yap İşlet),Fizibilite,Kurtsuyu,Point,esriGeometryPoint,33.63377449228179,36.603977242690895,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kayraktepe HES,31,Kayraktepe HES,Kamu,proje,Göksu N.,Point,esriGeometryPoint,33.817458864401296,36.40027288522433,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Silifke 21 HES,30,Silifke 21 HES,Kamu,"master plan, öninceleme",Göksu N.,Point,esriGeometryPoint,33.86333423201832,36.404833603690115,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,İvriz HES,552,İvriz HES,Özel(Yap İşlet),IS,İvriz D.,Point,esriGeometryPoint,34.173253801976706,37.42822733602861,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Cide HES,888,Cide HES,Özel(Yap İşlet),Fizibilite,Null,Point,esriGeometryPoint,34.26575028275556,41.84088989190621,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Hidronehir I,636,Hidronehir I,Kamu,4,Devres Ç.,Point,esriGeometryPoint,34.322563179660335,41.06273134828084,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Gök  HES,48,Gök  HES,Özel(Yap İşlet),SKHA,Kadıncık Ç.,Point,esriGeometryPoint,34.733795619066576,37.14804910739648,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Bayramhacılı HES,1017,Bayramhacılı HES,Özel(Yap İşlet),EPDK,Kızılırmak,Point,esriGeometryPoint,34.96103806406155,38.76532973095394,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kamışlı-I HES,16,Kamışlı-I HES,Kamu,"master plan, öninceleme",Körkün Ç.,Point,esriGeometryPoint,34.96849750824985,37.60273260123591,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çakıt HES,59,Çakıt HES,Özel(Yap İşlet),SKHA,Çakıt D.,Point,esriGeometryPoint,35.01887449773986,37.23527097285688,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sude HES,53,Sude HES,Özel(Yap İşlet),SKHA,Körkün Ç.,Point,esriGeometryPoint,35.02221183819067,37.69310559766325,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Aşağı Körkün HES,103,Aşağı Körkün HES,Kamu,"master plan, öninceleme",Körkün Ç.,Point,esriGeometryPoint,35.12314215220146,37.34623198770052,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Doğan HES,78,Doğan HES,Özel(Yap İşlet),Fizibilite,Doğançay,Point,esriGeometryPoint,35.400783086745456,37.59337701558332,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yüreğir HES,83,Yüreğir HES,Kamu,isletmede,Seyhan N.,Point,esriGeometryPoint,35.40821762168858,36.940904874798164,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Mentaş HES,101,Mentaş HES,Kamu,isletmede,Seyhan N.,Point,esriGeometryPoint,35.463429138749525,37.384907333962246,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Göktaş 2 HES,63,Göktaş 2 HES,Kamu,proje,Zamantı Ç.,Point,esriGeometryPoint,35.579462512417486,37.62842816932374,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Türkyılmaz  HES,13,Türkyılmaz  HES,Özel(Yap İşlet),Fizibilite,Asmaca Ç.,Point,esriGeometryPoint,35.89554636353426,37.963454689375425,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çoraklı HES,73,Çoraklı HES,Özel(Yap İşlet),Fizibilite,Taşlık Dere,Point,esriGeometryPoint,35.92590945526116,37.98880171952689,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kılıçlı I HES,56,Kılıçlı I HES,Özel(Yap İşlet),SKHA,Taşlık Dere,Point,esriGeometryPoint,35.959674137567745,38.01172511733363,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yamanlı I HES,400,Yamanlı I HES,Özel(Yap İşlet),SKHA,Dingirler Dere,Point,esriGeometryPoint,36.15365428290616,37.874485140664,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,İnci HES,123,İnci HES,Özel(Yap İşlet),Ön rapor,Savrun Ç.,Point,esriGeometryPoint,36.16499699622402,37.577731714060675,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Andırın  ,1453,Andırın,Özel(Yap İşlet Devret),Insa Halinde,Keşiş Ç.,Point,esriGeometryPoint,36.23927541159444,37.53112103288523,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Sağlam 2 HES,394,Sağlam 2 HES,Özel(Yap İşlet),Fizibilite,Karaçay,Point,esriGeometryPoint,36.29780483351857,37.04435022458685,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çatköy HES,119,Çatköy HES,Özel(Yap İşlet),SKHA,Deliçay,Point,esriGeometryPoint,36.368670957657706,36.881476903359825,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Pınarbaşı HES,1013,Pınarbaşı HES,Özel(Yap İşlet),Lisans,Pınarbaşı Kaynağı,Point,esriGeometryPoint,36.37406342486219,38.72737167594152,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Karaçay -2 HES,388,Karaçay -2 HES,Özel(Yap İşlet),Fizibilite,Sabunsuyu D.,Point,esriGeometryPoint,36.48160125099382,37.2884938373079,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Kale ,166,Kale,Özel(Yap İşlet Devret),Insa Halinde,Körsulu Ç.,Point,esriGeometryPoint,36.49275334508814,37.59373891467793,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Üçkaya HES,1415,Üçkaya HES,Özel(Yap İşlet Devret),SKHA,Mezgirt D.,Point,esriGeometryPoint,36.606225795910824,37.882644656392664,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Torlar HES,1421,Torlar HES,Özel(Yap İşlet Devret),SKHA,Körsulu,Point,esriGeometryPoint,36.62224866300066,37.63667777047295,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Yaşıl,1499,Yaşıl,Özel(Yap İşlet Devret),SKHA,Aksu Ç.,Point,esriGeometryPoint,37.14385247458754,37.34106250956204,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Deniz HES,889,Deniz HES,Özel(Yap İşlet),Fizibilite,Devrekani Ç.,Point,esriGeometryPoint,32.946996315104,41.88384913776182,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Çay HES,906,Çay HES,Özel(Yap İşlet),Fizibilite,Filyos Ir.,Point,esriGeometryPoint,32.9754135588358,41.83232747531238,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Balkusan 1 HES,557,Balkusan 1 HES,Özel(Yap İşlet),SKHA,Balkusan D.,Point,esriGeometryPoint,33.01680056136373,36.63873850636848,4326,4326
25,İşletme Durumuna Göre HES,HES_ADI,Lenger-3 HES,22,Lenger-3 HES,Özel(Yap İşlet),SKHA,Kazıklı Dere,Point,esriGeometryPoint,33.03380142121195,36.24062252421607,4326,4326
